,baindi,bacode,baname,baid,usfirm
69455,A,114092,LILLEY             M                    ,,0
69456,A,114093,VALAVINA           A                    ,,0
69457,A,114095,SCHAFER/KENNEDY                         ,,0
69458,A,114099,COUSSEMENT         B                    ,,0
69459,A,114100,BROWN/SHERGILL                          ,,0
69460,A,114101,RAGAZZI            S                    ,,0
69461,A,114102,RAGAZZI/BENZI                           ,,0
69462,A,114103,DMIRDJIAN          J                    ,,0
69463,A,114104,ARROYAS            J                    ,,0
69464,A,114105,BRONS              J                    ,,0
69465,A,114106,GOAD               H                    ,,0
69466,A,114107,WALSH              T                    ,,0
69467,A,114108,ASAOLU             O                    ,,0
69468,A,114109,QUINN              D                    ,,1
69469,A,114109,QUINN              D                    ,,0
69470,A,114110,ELLICH             K                    ,,1
69471,A,114111,SJOBLOM/WETTERGREN                      ,,0
69472,A,114112,WIATR              C                    ,,0
69473,A,114113,MANNES             D                    ,,1
69474,A,114114,DOLAN              M                    ,,1
69475,A,114114,DOLAN              M                    ,,0
69476,A,114115,CHONG/DONG                              ,,0
69477,A,114116,NG/WADLE/WANG                           ,,0
69478,A,114117,WONG/KO                                 ,,0
69479,A,114118,WADLE/KOO/KIM                           ,,0
69480,A,114119,FENG/NG/WADLE                           ,,0
69481,A,114120,CHEN/WANG                               ,,0
69482,A,114121,NG/WANG/CHEN                            ,,0
69483,A,114122,WANG/CHEN                               ,,0
69484,A,114123,AKEMATSU           S                    ,,0
69485,A,114126,NIEUWOUDT/TILLERY                       ,,1
69486,A,114127,ZORBA              Ö                    ,,0
69487,A,114128,YAGCIOGLU          Y                    ,,0
69488,A,114129,STIRLING           T                    ,,0
69489,A,114130,LATOUR/BARON                            ,,0
69490,A,114131,LIAUBET/PRADAYROL                       ,,0
69491,A,114132,SERVICE            T                    ,,0
69492,A,114134,KHONG              G                    ,,0
69493,A,114135,MACQUET            O                    ,,0
69494,A,114136,GAL                A                    ,,1
69495,A,114137,HEIKKINEN/CARVER                        ,,1
69496,A,114138,FELDMAN            J                    ,,1
69497,A,114139,IIVONEN            K                    ,,0
69498,A,114140,DUCHESNE/GRIFFON                        ,,0
69499,A,114141,DAHIREL/LIAUBET                         ,,0
69500,A,114143,HOU                Y                    ,,0
69501,A,114144,YUEN               J                    ,,0
69502,A,114145,KUMAR              V                    ,,0
69503,A,114146,SINGHAL            P                    ,,0
69504,A,114148,HULSHOF            M                    ,,1
69505,A,114148,HULSHOF            M                    ,,0
69506,A,114149,KAMAL              K                    ,,0
69507,A,114150,DEPARTMENT         R                    ,,0
69508,A,114152,BRIEST/DENNISON/SU                      ,,0
69509,A,114153,HELLAWELL/LEUNG                         ,,0
69510,A,114154,MARTIN             J                    ,,0
69511,A,114155,SITORUS            A                    ,,0
69512,A,114156,ARNDT              S                    ,,1
69513,A,114156,ARNDT              S                    ,,0
69514,A,114157,KAMALODINE         S                    ,,1
69515,A,114159,HARTLEY            L                    ,,0
69516,A,114160,FIDALGO            J                    ,,0
69517,A,114161,SANTOS             J                    ,,0
69518,A,114163,MURPHY             B                    ,,1
69519,A,114164,EDGECOMBE          N                    ,,1
69520,A,114165,MARQUES            L                    ,,0
69521,A,114167,CUNHA/NUNEZ        F                    ,,0
69522,A,114169,CUNHA/BATTELLI     F                    ,,0
69523,A,114171,CUNHA/BARCALA      F                    ,,0
69524,A,114172,NAPODANO           J                    ,,1
69525,A,114173,TAN                W                    ,,0
69526,A,114174,MUNSHI/NAGWEKAR                         ,,0
69527,A,114175,JERMAN             J                    ,,0
69528,A,114176,GRONEMEYER         R                    ,,0
69529,A,114177,SMOLARZ            S                    ,,1
69530,A,114178,SAGLIETTI/MAJOCCHI                      ,,0
69531,A,114179,GRASSANO           J                    ,,1
69532,A,114181,NIEUWOUDT/POPE                          ,,1
69533,A,114181,NIEUWOUDT/POPE                          ,,0
69534,A,114182,KHOO/YU/POR                             ,,0
69535,A,114184,JAIN/AHUJA                              ,,0
69536,A,114185,GOEL               A                    ,,0
69537,A,114191,RAYABSANGDUAN      P                    ,,0
69538,A,114192,DAMIEN             W                    ,,0
69539,A,114193,RIDOUT-JAMIESON    N                    ,,0
69540,A,114194,DEPARTMENT         R                    ,,0
69541,A,114195,MIRCHANDANI        A                    ,,0
69542,A,114196,BALAY              L                    ,,0
69543,A,114197,SUCHET/BALAY                            ,,0
69544,A,114198,CALES              E                    ,,0
69545,A,114199,CASTRO/SANZ                             ,,0
69546,A,114200,SHIN               M                    ,,0
69547,A,114201,WAEBER             M                    ,,0
69548,A,114202,KERVEN/WHITTAKER                        ,,0
69549,A,114203,CASTRO/DE LA ROSA                       ,,0
69550,A,114204,WHITTAKER/CARVAJAL                      ,,0
69551,A,114205,GIDLEY-KITCHIN     T                    ,,0
69552,A,114209,GONCHAROV          I                    ,,0
69553,A,114214,AKIYAMA            K                    ,,0
69554,A,114215,NOHARA/JOHNO                            ,,0
69555,A,114217,DEPARTMENT         R                    ,,0
69556,A,114218,MAHMOOD            I                    ,,0
69557,A,114220,BEUCHER/LHERMENIER                      ,,0
69558,A,114223,DE CALLIS/SANTOS   M                    ,,1
69559,A,114223,DE CALLIS/SANTOS   M                    ,,0
69560,A,114224,HAWKINS/DOCTROW                         ,,1
69561,A,114225,OSBORNE            J                    ,,1
69562,A,114225,OSBORNE            J                    ,,0
69563,A,114226,CHEN               X                    ,,0
69564,A,114228,CAI                H                    ,,1
69565,A,114228,CAI                H                    ,,0
69566,A,114229,BERENBAUM          D                    ,,1
69567,A,114230,KRISTIANSEN        G                    ,,0
69568,A,114231,ROCHETTE           W                    ,,1
69569,A,114232,GIBB               A                    ,,0
69570,A,114233,MULLIKIN           M                    ,,1
69571,A,114234,CHEN               K                    ,,1
69572,A,114234,CHEN               K                    ,,0
69573,A,114237,PITOYO             A                    ,,0
69574,A,114238,SHIMOI/YURI                             ,,0
69575,A,114239,DEPARTMENT         R                    ,,1
69576,A,114242,KUMAR              S                    ,,1
69577,A,114243,BARGER             S                    ,,1
69578,A,114244,RYAN/ANDREWS                            ,,0
69579,A,114245,MOHINTA            A                    ,,0
69580,A,114246,MANLEY             M                    ,,1
69581,A,114246,MANLEY             M                    ,,0
69582,A,114247,BAUERNFRIED/PAUL                        ,,0
69583,A,114248,RIQUEL/VIVES-LAFUE                      ,,0
69584,A,114249,MENIGER/LEBACQ                          ,,0
69585,A,114251,SWANTON            S                    ,,0
69586,A,114252,COLAKOGLU          M                    ,,0
69587,A,114253,GENC               M                    ,,0
69588,A,114254,MCCAMBRIDGE        A                    ,,0
69589,A,114255,LOFF               J                    ,,1
69590,A,114256,WONG/KO                                 ,,0
69591,A,114257,DONG/HSIEH                              ,,0
69592,A,114258,BLEUSTEIN/FELDMAN                       ,,1
69593,A,114259,YANG               R                    ,,0
69594,A,114260,FUJIMOTO           H                    ,,0
69595,A,114263,YAP                A                    ,,1
69596,A,114265,VAZI               Z                    ,,0
69597,A,114266,BYERS              M                    ,,0
69598,A,114267,SHAO               C                    ,,0
69599,A,114268,WHITTAKER/BEDOUELL                      ,,0
69600,A,114269,HOGLUND            N                    ,,0
69601,A,114270,KAJ/HOGLUND                             ,,0
69602,A,114271,HELGESSON/LARSSON                       ,,0
69603,A,114272,HENRY-DIESBACH     S                    ,,0
69604,A,114274,HAMON/ANGUE                             ,,0
69605,A,114275,TOBIN              M                    ,,1
69606,A,114276,SONG               Y                    ,,0
69607,A,114277,KLIM               J                    ,,1
69608,A,114278,BALDWIN            T                    ,,0
69609,A,114279,NARDI              L                    ,,1
69610,A,114279,NARDI              L                    ,,0
69611,A,114280,MOORMAN            R                    ,,1
69612,A,114281,RENNA              M                    ,,1
69613,A,114282,HUXFORD            R                    ,,0
69614,A,114283,SEDLAK             S                    ,,1
69615,A,114284,MAURER             B                    ,,0
69616,A,114286,JEM                D                    ,,0
69617,A,114287,LEE/AHN                                 ,,0
69618,A,114288,CHU/WANG/WANG                           ,,0
69619,A,114289,617-               J                    ,,1
69620,A,114290,DEPARTMENT         R                    ,,0
69621,A,114291,CHAN               M                    ,,0
69622,A,114292,GUPTA              U                    ,,0
69623,A,114293,SHAH               S                    ,,0
69624,A,114294,BAPTISTA/KERSTENS                       ,,0
69625,A,114295,ZIESCHANG/BRUPBACH                      ,,0
69626,A,114297,BLASKOVIC          I                    ,,0
69627,A,114299,MCGAVER            R                    ,,1
69628,A,114301,EFFGEN             M                    ,,0
69629,A,114304,VANASUP            T                    ,,0
69630,A,114305,KANG               V                    ,,0
69631,A,114306,LECLERC/HAZART                          ,,0
69632,A,114307,PALENIK            M                    ,,0
69633,A,114308,WEST               C                    ,,1
69634,A,114308,WEST               C                    ,,0
69635,A,114309,FLAMME/COINCY                           ,,0
69636,A,114310,SALINSKY           M                    ,,1
69637,A,114311,DAVIES             S                    ,,0
69638,A,114313,FERRARI            G                    ,,0
69639,A,114314,ECKEY              R                    ,,0
69640,A,114315,LEE                S                    ,,0
69641,A,114316,LIANG              M                    ,,0
69642,A,114317,SNOWDOWNE/CEDERHOL                      ,,0
69643,A,114319,SIEGENTHALER       C                    ,,1
69644,A,114320,NIELSEN            S                    ,,1
69645,A,114320,NIELSEN            S                    ,,0
69646,A,114321,MEHTA              A                    ,,1
69647,A,114322,BREZA/ABRAMSKY                          ,,1
69648,A,114323,THOMPSON           K                    ,,1
69649,A,114325,SHARMA/DAMANIA                          ,,0
69650,A,114326,KUNZ/BAPTISTA                           ,,0
69651,A,114327,LEVY/DAURIAT                            ,,0
69652,A,114330,WINNACKER          T                    ,,0
69653,A,114331,WINNACKER/LEUCHT                        ,,0
69654,A,114332,CHEN               L                    ,,1
69655,A,114333,SUNG               R                    ,,1
69656,A,114333,SUNG               R                    ,,0
69657,A,114334,BULGAKOV           D                    ,,0
69658,A,114335,DRISCOLL/ROBERTSON                      ,,1
69659,A,114337,DEPARTMENT         R                    ,,0
69660,A,114338,KUM                Y                    ,,0
69661,A,114339,LEE/WUH                                 ,,0
69662,A,114340,MANSVELD           A                    ,,0
69663,A,114341,SWEERS             R                    ,,0
69664,A,114342,GHAFFARI           C                    ,,1
69665,A,114343,SHIMAO             M                    ,,1
69666,A,114344,PHILLIPS           H                    ,,0
69667,A,114345,AUZANNEAU/ANGUE                         ,,0
69668,A,114347,MOLINA             P                    ,,0
69669,A,114348,BROS               C                    ,,0
69670,A,114349,NIEMIEC            B                    ,,1
69671,A,114350,FALL               O                    ,,0
69672,A,114353,BADR               A                    ,,0
69673,A,114354,EL KHORAIBIE       J                    ,,0
69674,A,114355,KARIM              M                    ,,0
69675,A,114356,EL SAIID           M                    ,,0
69676,A,114357,ALLAH CHOUCRI      N                    ,,0
69677,A,114359,HAZEM              W                    ,,0
69678,A,114360,IBRAHIM            Y                    ,,0
69679,A,114361,FERNANDES          M                    ,,0
69680,A,114362,HO                 P                    ,,0
69681,A,114363,CHAISUPARAKUL      R                    ,,0
69682,A,114364,THEODORE           S                    ,,0
69683,A,114365,WADLE/KIM                               ,,0
69684,A,114366,NOCOM/MAGPAYO                           ,,0
69685,A,114368,LEBACQ/MENIGER                          ,,0
69686,A,114370,CHOU               M                    ,,0
69687,A,114373,BJELLAND           F                    ,,0
69688,A,114374,HELLER             M                    ,,1
69689,A,114375,CUSTER             K                    ,,1
69690,A,114376,FERRUGIA/CUSTER                         ,,1
69691,A,114378,KIM                J                    ,,0
69692,A,114379,KUMAR              V                    ,,0
69693,A,114381,MAO                A                    ,,1
69694,A,114382,PARKER/HORNE                            ,,1
69695,A,114384,ANDREWS/MOLCHONOV                       ,,1
69696,A,114384,ANDREWS/MOLCHONOV                       ,,0
69697,A,114386,SAKAI/OHGAMI                            ,,0
69698,A,114387,OGIWARA            A                    ,,0
69699,A,114388,LEUNE              P                    ,,0
69700,A,114389,BLONDIAU           R                    ,,0
69701,A,114390,SCHNECKENBURGER    T                    ,,0
69702,A,114391,CZEKAJ             K                    ,,0
69703,A,114392,JU                 S                    ,,1
69704,A,114393,JOHNSON            K                    ,,1
69705,A,114394,MCMINN             R                    ,,1
69706,A,114395,SCHOLES            C                    ,,1
69707,A,114396,PUREWAL            S                    ,,0
69708,A,114397,CONSTANTINOU       E                    ,,0
69709,A,114398,MULLER             S                    ,,0
69710,A,114399,SUDAKOV            O                    ,,1
69711,A,114399,SUDAKOV            O                    ,,0
69712,A,114400,MINAEV             A                    ,,0
69713,A,114401,RUBTSOV            A                    ,,0
69714,A,114402,LINTCHIK           E                    ,,0
69715,A,114403,SLIPCHENKO         L                    ,,0
69716,A,114404,GEOGHEGAN          M                    ,,1
69717,A,114405,ANANDWALA          A                    ,,0
69718,A,114406,KORDE              R                    ,,0
69719,A,114407,HAN                S                    ,,0
69720,A,114409,HOIBY/JULIUSSEN                         ,,0
69721,A,114410,HELBERG/MORKEDAL                        ,,1
69722,A,114410,HELBERG/MORKEDAL                        ,,0
69723,A,114411,NESTERENKO         V                    ,,0
69724,A,114414,GIARD/THEBAUD                           ,,0
69725,A,114415,EDMOND             A                    ,,0
69726,A,114417,JAWORSKI           B                    ,,1
69727,A,114417,JAWORSKI           B                    ,,0
69728,A,114418,AGRAWAL            S                    ,,0
69729,A,114419,BILODEAU/KLIGERMAN                      ,,1
69730,A,114419,BILODEAU/KLIGERMAN                      ,,0
69731,A,114420,YAP                K                    ,,0
69732,A,114422,OGILVIE            S                    ,,1
69733,A,114423,ROSS               D                    ,,1
69734,A,114424,SYNESAEL           C                    ,,1
69735,A,114425,CROSS/GRIME                             ,,0
69736,A,114427,FEEHELY/BROWN                           ,,0
69737,A,114428,BURNETT            J                    ,,1
69738,A,114429,CARROLL            T                    ,,0
69739,A,114430,CHOU               C                    ,,0
69740,A,114431,CHOW               S                    ,,0
69741,A,114432,SONG               E                    ,,0
69742,A,114433,FISCHER            B                    ,,1
69743,A,114433,FISCHER            B                    ,,0
69744,A,114434,TIRON              C                    ,,0
69745,A,114436,BARBARET/WIRTH                          ,,0
69746,A,114437,WIRTH/BARBARET                          ,,0
69747,A,114438,EDDLEMAN           W                    ,,1
69748,A,114439,BACCAGLIO/CHECCHIN                      ,,0
69749,A,114444,SINHA              S                    ,,0
69750,A,114445,CHEONG             E                    ,,0
69751,A,114446,LEUNG              K                    ,,0
69752,A,114448,TSAO               D                    ,,1
69753,A,114449,YOUNG              A                    ,,1
69754,A,114452,RIEMANN            A                    ,,0
69755,A,114454,MARRIOTT           S                    ,,1
69756,A,114454,MARRIOTT           S                    ,,0
69757,A,114455,GEORGE             R                    ,,0
69758,A,114456,KRACH              U                    ,,0
69759,A,114457,CHUNG              J                    ,,0
69760,A,114458,JAIN               V                    ,,0
69761,A,114460,MUNSTER/OLSON                           ,,1
69762,A,114461,LIN                S                    ,,0
69763,A,114463,KRESTELL           M                    ,,1
69764,A,114463,KRESTELL           M                    ,,0
69765,A,114466,OSTERGAARD         T                    ,,0
69766,A,114469,MANOLOPOULOS       K                    ,,0
69767,A,114470,SNOWDOWNE/CEDERHOL                      ,,0
69768,A,114472,PENALA             E                    ,,1
69769,A,114473,O'SULLIVAN         P                    ,,0
69770,A,114474,PAPADOPOULOS/POLYC                      ,,0
69771,A,114475,KONIK              R                    ,,1
69772,A,114476,OGAWA              K                    ,,0
69773,A,114480,YOONG              J                    ,,0
69774,A,114481,BENZI/RAGAZZI                           ,,0
69775,A,114482,BRUNET             E                    ,,0
69776,A,114483,VOON               Y                    ,,0
69777,A,114484,TIRUCHELVAM        N                    ,,0
69778,A,114486,FREED/GILLESPIE                         ,,1
69779,A,114486,FREED/GILLESPIE                         ,,0
69780,A,114488,ANEGAWA            T                    ,,0
69781,A,114489,GRUBER             J                    ,,0
69782,A,114490,CHER               D                    ,,0
69783,A,114492,RAMOS              C                    ,,1
69784,A,114495,RIZZO              D                    ,,1
69785,A,114496,KUMAR              A                    ,,1
69786,A,114498,JAJU               S                    ,,0
69787,A,114499,MEHTA              T                    ,,0
69788,A,114500,BAID               R                    ,,0
69789,A,114501,KERR/LU                                 ,,0
69790,A,114502,CHONG              F                    ,,0
69791,A,114503,CHO                L                    ,,0
69792,A,114504,HAVENER/SEDLAK                          ,,1
69793,A,114505,SEANOR             A                    ,,1
69794,A,114505,SEANOR             A                    ,,0
69795,A,114507,CROWE              M                    ,,1
69796,A,114507,CROWE              M                    ,,0
69797,A,114508,CHIN               C                    ,,0
69798,A,114509,BAKREN             I                    ,,0
69799,A,114510,LEE                J                    ,,0
69800,A,114511,KERNER             M                    ,,0
69801,A,114512,PETERS             W                    ,,1
69802,A,114514,BUCALO             A                    ,,0
69803,A,114515,STANDAERT          P                    ,,0
69804,A,114516,SEAMAN/ACKLIN                           ,,0
69805,A,114517,DEPARTMENT         R                    ,,0
69806,A,114518,WETTERGREN/SJOBLOM                      ,,0
69807,A,114519,HOGLUND/BRUZELIUS                       ,,0
69808,A,114520,MISTRY             N                    ,,0
69809,A,114522,UJIHARA/MAO                             ,,0
69810,A,114524,DONG/OUYANG                             ,,0
69811,A,114525,KIESER             D                    ,,0
69812,A,114526,DAUNHEIMER         G                    ,,1
69813,A,114526,DAUNHEIMER         G                    ,,0
69814,A,114527,BURKE              N                    ,,0
69815,A,114528,KINDAHL            J                    ,,0
69816,A,114529,SCANNELL           J                    ,,0
69817,A,114530,ANDREWS/MOLCHANOV/                      ,,1
69818,A,114532,TSUJINO/SOEYA                           ,,0
69819,A,114533,SUNG YAN CHAN      P                    ,,0
69820,A,114534,RAY                P                    ,,0
69821,A,114535,EGEMEN             B                    ,,0
69822,A,114536,ALTINEL            E                    ,,0
69823,A,114537,CELIK              A                    ,,0
69824,A,114538,MCCASKER           G                    ,,0
69825,A,114539,ZIDON              J                    ,,0
69826,A,114540,MOE                E                    ,,0
69827,A,114541,CASSE              L                    ,,1
69828,A,114541,CASSE              L                    ,,0
69829,A,114542,JAAKKOLA/PIETARINE                      ,,0
69830,A,114543,CHOI               J                    ,,1
69831,A,114544,REINER             Y                    ,,1
69832,A,114544,REINER             Y                    ,,0
69833,A,114545,LHERMENIER/LAMAGNE                      ,,0
69834,A,114546,D'HERBECOURT/JACQU                      ,,0
69835,A,114547,ROZEN/FOURRET                           ,,0
69836,A,114550,CRISTOFORI/CHECCHI                      ,,0
69837,A,114551,HALLDEN/JAFS                            ,,0
69838,A,114552,ARMINJON/LEHMANN                        ,,0
69839,A,114553,ARMINJON/FRERAULT                       ,,0
69840,A,114554,CHECCHINATO/BACCAG                      ,,0
69841,A,114555,OJEDA/EASTHOPE/HUL                      ,,0
69842,A,114556,O'CARROLL/HAYES                         ,,1
69843,A,114556,O'CARROLL/HAYES                         ,,0
69844,A,114557,NIELSEN/                                ,,0
69845,A,114558,CHEVALLIER/LEBRUN                       ,,0
69846,A,114559,ACKLIN/ORQUERA                          ,,0
69847,A,114560,SANZ/DE LA ROSA RA                      ,,0
69848,A,114561,DE LA ROSA RATO/SA                      ,,0
69849,A,114562,DE LA ROSA RATO/CE                      ,,0
69850,A,114563,KOGACIOGLU         P                    ,,0
69851,A,114564,CHOI               Y                    ,,0
69852,A,114565,KIM                K                    ,,0
69853,A,114566,CHO                Y                    ,,0
69854,A,114567,BLOOM              J                    ,,0
69855,A,114568,SUNDER             J                    ,,0
69856,A,114570,CHEN               J                    ,,0
69857,A,114571,DEPARTMENT         R                    ,,1
69858,A,114573,CRAMER             J                    ,,1
69859,A,114574,BEDOUELLE/WHITTAKE                      ,,0
69860,A,114575,BROOKS/RADINA/KIKN                      ,,0
69861,A,114576,MARI/KASSAB                             ,,0
69862,A,114577,PAUMARD/FESTA                           ,,0
69863,A,114578,ORTH               R                    ,,0
69864,A,114579,MPAHANE            P                    ,,0
69865,A,114580,PILLAY             A                    ,,0
69866,A,114581,GRUNDLINGH         B                    ,,0
69867,A,114582,QING               C                    ,,0
69868,A,114583,VANDERLUGT         J                    ,,0
69869,A,114585,CHUANG             A                    ,,0
69870,A,114586,NG                 T                    ,,0
69871,A,114587,YAHATA             K                    ,,0
69872,A,114590,OH                 H                    ,,0
69873,A,114591,LEE                S                    ,,0
69874,A,114592,PATEL              R                    ,,0
69875,A,114593,FLYNN              T                    ,,1
69876,A,114594,MAI                H                    ,,1
69877,A,114595,ANDREWS/FREEMAN                         ,,1
69878,A,114595,ANDREWS/FREEMAN                         ,,0
69879,A,114596,HORNE/PARKER                            ,,1
69880,A,114597,GOULD              C                    ,,0
69881,A,114601,PREW               M                    ,,0
69882,A,114602,CASTELLANOS        I                    ,,0
69883,A,114603,WINNACKER/LOVE                          ,,0
69884,A,114604,HOFFMANN           O                    ,,0
69885,A,114605,KABANYANE          N                    ,,0
69886,A,114606,PEER               Y                    ,,0
69887,A,114607,DEPARTMENT         R                    ,,0
69888,A,114608,JOTHILINGAM        T                    ,,0
69889,A,114609,DAVIDES            C                    ,,1
69890,A,114610,WIRAWAN            F                    ,,0
69891,A,114611,KIM/WADLE                               ,,0
69892,A,114612,KIM/WADLE                               ,,0
69893,A,114613,PATERSON/CHAMOUN                        ,,1
69894,A,114613,PATERSON/CHAMOUN                        ,,0
69895,A,114614,LI                 C                    ,,0
69896,A,114615,LIU                L                    ,,0
69897,A,114616,LIU                X                    ,,0
69898,A,114617,MA                 X                    ,,0
69899,A,114618,PAN                J                    ,,0
69900,A,114619,PAN                Z                    ,,0
69901,A,114620,QIAO               B                    ,,0
69902,A,114621,WANG               D                    ,,0
69903,A,114622,WANG               J                    ,,0
69904,A,114623,WANG               Q                    ,,0
69905,A,114624,WANG               Y                    ,,0
69906,A,114625,WANG/LIU                                ,,0
69907,A,114626,WU                 J                    ,,0
69908,A,114627,YANG               Q                    ,,0
69909,A,114628,YAO                J                    ,,0
69910,A,114629,YIN                X                    ,,0
69911,A,114630,YU                 J                    ,,0
69912,A,114631,ZHANG              B                    ,,0
69913,A,114632,ZHOU               X                    ,,0
69914,A,114633,SOMMARAS           S                    ,,0
69915,A,114634,NISHIMURA          K                    ,,0
69916,A,114635,SAITO/ARASEKI                           ,,0
69917,A,114636,GUTKA              H                    ,,0
69918,A,114637,FRITSCH            S                    ,,0
69919,A,114638,ANDERSSON/ERIKSSON                      ,,0
69920,A,114639,HOGLUND/KAJ                             ,,0
69921,A,114640,CHOPRA             D                    ,,1
69922,A,114641,WU                 Y                    ,,0
69923,A,114642,FUNAYAMA           S                    ,,0
69924,A,114643,ORTHMAN/WALSH                           ,,0
69925,A,114645,NAGRAJ/TRIVEDI                          ,,0
69926,A,114646,ZHAO               X                    ,,0
69927,A,114647,RAHMUNDITA         R                    ,,0
69928,A,114649,KOO/CHO                                 ,,0
69929,A,114651,FERNANDO           V                    ,,0
69930,A,114652,GEORGES            W                    ,,1
69931,A,114653,KNEELAND           J                    ,,0
69932,A,114655,GENOVA             G                    ,,1
69933,A,114656,O'DONNELL          M                    ,,1
69934,A,114656,O'DONNELL          M                    ,,0
69935,A,114657,WOOD               G                    ,,0
69936,A,114659,SHEEHAN/O'KELLY                         ,,0
69937,A,114660,KLINGNER           T                    ,,0
69938,A,114663,RICARTE/SOUSSAN                         ,,0
69939,A,114664,HARPALANI          V                    ,,0
69940,A,114666,LIM                M                    ,,0
69941,A,114667,MANEL/IYENGAR                           ,,0
69942,A,114668,MALHOTRA           S                    ,,1
69943,A,114668,MALHOTRA           S                    ,,0
69944,A,114669,MCDONALD           P                    ,,1
69945,A,114670,ROARKE             M                    ,,1
69946,A,114671,PRASAD             T                    ,,1
69947,A,114672,HUGHES/SHARMA/TAYL                      ,,0
69948,A,114675,MATSUBA/TAKI                            ,,0
69949,A,114676,BIHANI/CHOW                             ,,0
69950,A,114677,CAMPBELL           N                    ,,1
69951,A,114677,CAMPBELL           N                    ,,0
69952,A,114678,NAM                A                    ,,1
69953,A,114680,BALAY/SUCHET                            ,,0
69954,A,114681,IZGI               E                    ,,0
69955,A,114682,SHEEHAN/SEDLAK                          ,,1
69956,A,114683,CHAMOUN/PATERSON                        ,,1
69957,A,114683,CHAMOUN/PATERSON                        ,,0
69958,A,114684,CHHEDA             B                    ,,0
69959,A,114687,HANDA              N                    ,,0
69960,A,114690,RAO                A                    ,,0
69961,A,114691,SHAH               N                    ,,0
69962,A,114697,DESAI              R                    ,,0
69963,A,114698,ZHUO               Z                    ,,0
69964,A,114699,CHOW               M                    ,,0
69965,A,114700,LIAO               J                    ,,0
69966,A,114701,HAMILTON           D                    ,,1
69967,A,114703,ANDERSSON/HOLM                          ,,0
69968,A,114705,PIADE/NOUEL                             ,,0
69969,A,114706,ISSAC              C                    ,,0
69970,A,114707,CORCORAN           J                    ,,0
69971,A,114708,CHONG              P                    ,,0
69972,A,114709,CHOI               T                    ,,0
69973,A,114710,SHIN               H                    ,,0
69974,A,114711,SAISUPHATPHOL      W                    ,,0
69975,A,114712,YONTS              C                    ,,0
69976,A,114715,FOGLINO/BARBERY                         ,,0
69977,A,114716,CONNORS            R                    ,,1
69978,A,114717,BARBERY/FOGLINO                         ,,0
69979,A,114718,CHEN               J                    ,,1
69980,A,114719,DEPARTMENT         R                    ,,0
69981,A,114720,KHOO               E                    ,,0
69982,A,114721,SALAZAR            A                    ,,0
69983,A,114722,YU                 D                    ,,0
69984,A,114723,KIM                R                    ,,0
69985,A,114724,MAJUMDER           S                    ,,0
69986,A,114726,SCOTT              D                    ,,1
69987,A,114727,KRISTOFFERSSON     N                    ,,0
69988,A,114728,INTELMANN          J                    ,,0
69989,A,114729,SAMADZADA          W                    ,,0
69990,A,114730,ASUMENDI           J                    ,,0
69991,A,114731,CHERIF             H                    ,,0
69992,A,114732,BOYD               T                    ,,1
69993,A,114733,VULPIANI           S                    ,,0
69994,A,114734,O'BRIEN            J                    ,,1
69995,A,114735,ASAKAWA            H                    ,,0
69996,A,114739,CLARK              K                    ,,1
69997,A,114740,NEMETH             Z                    ,,0
69998,A,114741,GYURCSIK           A                    ,,0
69999,A,114742,GARDNER            L                    ,,0
70000,A,114743,KUMAGAE/OKAWA                           ,,0
70001,A,114744,CROWTHER           A                    ,,0
70002,A,114745,TAN                M                    ,,0
70003,A,114746,YEOH               J                    ,,0
70004,A,114747,PARK               J                    ,,0
70005,A,114748,INADA              T                    ,,0
70006,A,114749,HO                 Z                    ,,0
70007,A,114750,CHENG/YICK                              ,,0
70008,A,114751,RESEARCH DEPT                           ,,1
70009,A,114752,WINTHER            K                    ,,0
70010,A,114753,RESEARCH DEPT                           ,,1
70011,A,114754,SHERGILL/BROWN                          ,,0
70012,A,114757,VAN ROOYEN/CHIAVAR                      ,,0
70013,A,114758,KOIVISTO           P                    ,,0
70014,A,114759,KOIVISTO/ILMONI                         ,,0
70015,A,114760,FERNANDES/LAUVIN                        ,,0
70016,A,114762,CUMMINS            J                    ,,0
70017,A,114763,FALCAO             A                    ,,0
70018,A,114764,FREMANTLE          C                    ,,0
70019,A,114765,PHILLIPS           D                    ,,0
70020,A,114767,BRANDWOOD/HULL                          ,,0
70021,A,114768,POLLOCK            C                    ,,0
70022,A,114769,BLACKMAN           M                    ,,1
70023,A,114770,KUTI               A                    ,,0
70024,A,114772,SOMERVILLE         J                    ,,1
70025,A,114772,SOMERVILLE         J                    ,,0
70026,A,114773,STEGER             M                    ,,0
70027,A,114774,DENG               Y                    ,,0
70028,A,114775,FU                 M                    ,,0
70029,A,114776,LU                 Y                    ,,0
70030,A,114777,YE                 Z                    ,,0
70031,A,114778,JIANG              K                    ,,0
70032,A,114779,MAKDAD/ALTHERR                          ,,0
70033,A,114780,CIANCI/ANDERSON                         ,,1
70034,A,114780,CIANCI/ANDERSON                         ,,0
70035,A,114781,GINDE              V                    ,,0
70036,A,114782,BOEY               M                    ,,0
70037,A,114783,KUMAGAE/KATAYAMA                        ,,0
70038,A,114784,ZHANG              N                    ,,0
70039,A,114787,AFACAN             F                    ,,0
70040,A,114790,ANDERSEN/ZACKFIA                        ,,1
70041,A,114791,WALLACE            A                    ,,0
